n	100	OWN	19767.000000	STL	59749.000000
n	1000	OWN	64086.000000	STL	188911.000000
n	10000	OWN	658990.000000	STL	1995682.000000
n	100000	OWN	5765372.000000	STL	17150080.000000
n	1000000	OWN	57775318.000000	STL	166823028.000000
n	10000000	OWN	3862006114.000000	STL	3978142766.000000
